,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
36,S-C-7314-04-CMP-001,,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122250,B13,9,2818,2818,2818,2818,2023_05_15_Batch1,9.999000099990002e-05,1.0
37,S-C-7314-04-CMP-001,,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122250,B14,9,3540,3540,3540,3540,2023_05_15_Batch1,0.08139186081391861,0.048645955659940926
38,S-C-7314-04-CMP-001,,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122250,B15,9,3960,3960,3960,3960,2023_05_15_Batch1,0.19468053194680532,0.025037238746916168
39,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122250,B16,9,4002,4002,4002,4002,2023_05_15_Batch1,,
40,S-C-7314-04-CMP-001,,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122250,B17,9,2643,2643,2643,2643,2023_05_15_Batch1,0.0034996500349965005,0.3473260073260073
41,S-C-7314-04-CMP-001,,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122250,B18,9,4153,4153,4153,4153,2023_05_15_Batch1,0.8748125187481252,0.007826030315570064
42,S-C-7314-04-CMP-001,,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122250,B19,9,58,58,58,58,2023_05_15_Batch1,9.999000099990002e-05,0.7333333333333334
43,S-C-7314-04-CMP-001,,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122250,B20,9,1353,1353,1353,1353,2023_05_15_Batch1,9.999000099990002e-05,1.0
44,S-C-7314-04-CMP-001,,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122250,B21,9,3880,3880,3880,3880,2023_05_15_Batch1,0.0638936106389361,0.05831964969896005
45,S-C-7314-04-CMP-001,,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122250,B22,9,520,520,520,520,2023_05_15_Batch1,0.00029997000299970003,0.4898989898989899
46,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122250,B23,9,4144,4144,4144,4144,2023_05_15_Batch1,,
47,S-C-7314-04-CMP-001,,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122250,B24,9,1173,1173,1173,1173,2023_05_15_Batch1,9.999000099990002e-05,0.679324894514768
48,S-C-7314-04-CMP-001,,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122250,C01,9,168,168,168,168,2023_05_15_Batch1,0.018598140185981403,0.14715608465608465
49,S-C-7314-04-CMP-001,,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122250,C02,9,3425,3425,3425,3425,2023_05_15_Batch1,9.999000099990002e-05,1.0
50,S-C-7314-04-CMP-001,,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122250,C03,9,66,66,66,66,2023_05_15_Batch1,0.007999200079992,0.27579365079365076
51,S-C-7314-04-CMP-001,,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122250,C04,9,3930,3930,3930,3930,2023_05_15_Batch1,9.999000099990002e-05,1.0
52,S-C-7314-04-CMP-001,,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122250,C05,9,3852,3852,3852,3852,2023_05_15_Batch1,0.8709129087091291,0.007844323452308934
53,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122250,C06,9,4086,4086,4086,4086,2023_05_15_Batch1,,
54,S-C-7314-04-CMP-001,,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122250,C07,9,214,214,214,214,2023_05_15_Batch1,9.999000099990002e-05,0.7142857142857143
55,S-C-7314-04-CMP-001,,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122250,C08,9,2078,2078,2078,2078,2023_05_15_Batch1,0.00019998000199980003,0.42254901960784313
56,S-C-7314-04-CMP-001,,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122250,C09,9,3861,3861,3861,3861,2023_05_15_Batch1,0.5462453754624538,0.011979121588436059
57,S-C-7314-04-CMP-001,,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122250,C10,9,3794,3794,3794,3794,2023_05_15_Batch1,9.999000099990002e-05,1.0
58,S-C-7314-04-CMP-001,,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122250,C11,9,1240,1240,1240,1240,2023_05_15_Batch1,9.999000099990002e-05,0.7142857142857143
59,S-C-7314-04-CMP-001,,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122250,C12,9,3406,3406,3406,3406,2023_05_15_Batch1,9.999000099990002e-05,0.8333333333333334
60,S-C-7314-04-CMP-001,,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122250,C13,9,4200,4200,4200,4200,2023_05_15_Batch1,0.008099190080991902,0.24707602339181287
61,S-C-7314-04-CMP-001,,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122250,C14,9,322,322,322,322,2023_05_15_Batch1,9.999000099990002e-05,0.48306010928961746
62,S-C-7314-04-CMP-001,,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122250,C15,9,2651,2651,2651,2651,2023_05_15_Batch1,9.999000099990002e-05,0.6780303030303031
63,S-C-7314-04-CMP-001,,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122250,C16,9,494,494,494,494,2023_05_15_Batch1,9.999000099990002e-05,1.0
64,S-C-7314-04-CMP-001,,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122250,C17,9,4033,4033,4033,4033,2023_05_15_Batch1,0.9241075892410759,0.007245653347532521
65,S-C-7314-04-CMP-001,,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122250,C18,9,4056,4056,4056,4056,2023_05_15_Batch1,0.06429357064293571,0.05679618662429583
66,S-C-7314-04-CMP-001,,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122250,C19,9,3990,3990,3990,3990,2023_05_15_Batch1,0.09879012098790121,0.04155383015677133
67,S-C-7314-04-CMP-001,,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122250,C20,9,4375,4375,4375,4375,2023_05_15_Batch1,0.043195680431956804,0.0741523128588452
68,S-C-7314-04-CMP-001,,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122250,C21,9,3742,3742,3742,3742,2023_05_15_Batch1,0.17938206179382063,0.02689826975035937
69,S-C-7314-04-CMP-001,,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122250,C22,9,3199,3199,3199,3199,2023_05_15_Batch1,9.999000099990002e-05,1.0
70,S-C-7314-04-CMP-001,,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122250,C23,9,3926,3926,3926,3926,2023_05_15_Batch1,9.999000099990002e-05,1.0
71,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122250,C24,9,2930,2930,2930,2930,2023_05_15_Batch1,9.999000099990002e-05,0.5435897435897435
72,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122250,D01,9,3923,3923,3923,3923,2023_05_15_Batch1,0.0046995300469953,0.342275088870659
73,S-C-7314-04-CMP-001,,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122250,D02,9,3257,3257,3257,3257,2023_05_15_Batch1,9.999000099990002e-05,0.7575757575757575
74,S-C-7314-04-CMP-001,,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122250,D03,9,278,278,278,278,2023_05_15_Batch1,0.0100989901009899,0.18888888888888888
75,S-C-7314-04-CMP-001,,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122250,D04,9,3776,3776,3776,3776,2023_05_15_Batch1,9.999000099990002e-05,1.0
76,S-C-7314-04-CMP-001,,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122250,D05,9,1436,1436,1436,1436,2023_05_15_Batch1,0.015198480151984802,0.17456617456617454
77,S-C-7314-04-CMP-001,,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122250,D06,9,4137,4137,4137,4137,2023_05_15_Batch1,0.0638936106389361,0.0574296704327664
78,S-C-7314-04-CMP-001,,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122250,D07,9,3737,3737,3737,3737,2023_05_15_Batch1,0.3625637436256374,0.01619650690706753
79,S-C-7314-04-CMP-001,,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122250,D08,9,3273,3273,3273,3273,2023_05_15_Batch1,9.999000099990002e-05,1.0
80,S-C-7314-04-CMP-001,,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122250,D09,9,3701,3701,3701,3701,2023_05_15_Batch1,0.7509249075092491,0.009144987750531127
81,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122250,D10,9,4143,4143,4143,4143,2023_05_15_Batch1,,
82,S-C-7314-04-CMP-001,,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122250,D11,9,4076,4076,4076,4076,2023_05_15_Batch1,0.6364363563643636,0.010610081587999568
83,S-C-7314-04-CMP-001,,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122250,D12,9,1307,1307,1307,1307,2023_05_15_Batch1,9.999000099990002e-05,0.44343891402714936
84,S-C-7314-04-CMP-001,,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122250,D13,9,1368,1368,1368,1368,2023_05_15_Batch1,9.999000099990002e-05,0.9166666666666666
85,S-C-7314-04-CMP-001,,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122250,D14,9,4032,4032,4032,4032,2023_05_15_Batch1,0.125987401259874,0.03455573800401386
86,S-C-7314-04-CMP-001,,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122250,D15,9,459,459,459,459,2023_05_15_Batch1,9.999000099990002e-05,0.9166666666666666
87,S-C-7314-04-CMP-001,,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122250,D16,9,3897,3897,3897,3897,2023_05_15_Batch1,0.05779422057794221,0.06199068182680337
88,S-C-7314-04-CMP-001,,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122250,D17,9,430,430,430,430,2023_05_15_Batch1,9.999000099990002e-05,0.7222222222222222
89,S-C-7314-04-CMP-001,,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122250,D18,9,3698,3698,3698,3698,2023_05_15_Batch1,0.1344865513448655,0.0330708750112643
90,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122250,D19,9,3149,3149,3149,3149,2023_05_15_Batch1,9.999000099990002e-05,0.9166666666666666
91,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122250,D20,9,3923,3923,3923,3923,2023_05_15_Batch1,0.9492050794920508,0.0069528257333263364
92,S-C-7314-04-CMP-001,,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122250,D21,9,262,262,262,262,2023_05_15_Batch1,9.999000099990002e-05,1.0
93,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122250,D22,9,3264,3264,3264,3264,2023_05_15_Batch1,9.999000099990002e-05,1.0
94,S-C-7314-04-CMP-001,,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122250,D23,9,4086,4086,4086,4086,2023_05_15_Batch1,0.5876412358764124,0.011283508187532954
95,S-C-7314-04-CMP-001,,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122250,D24,9,4027,4027,4027,4027,2023_05_15_Batch1,0.005599440055994401,0.34020799662708173
96,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122250,E01,9,4117,4117,4117,4117,2023_05_15_Batch1,0.006299370062993701,0.33980871280309316
97,S-C-7314-04-CMP-001,,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122250,E02,9,3398,3398,3398,3398,2023_05_15_Batch1,9.999000099990002e-05,1.0
98,S-C-7314-04-CMP-001,,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122250,E03,9,3200,3200,3200,3200,2023_05_15_Batch1,9.999000099990002e-05,1.0
99,S-C-7314-04-CMP-001,,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122250,E04,9,1322,1322,1322,1322,2023_05_15_Batch1,9.999000099990002e-05,1.0
100,S-C-7314-04-CMP-001,,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122250,E05,9,4068,4068,4068,4068,2023_05_15_Batch1,0.011998800119988001,0.20742534301856339
