,Metadata_plate_map_name,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
49,S-C-7314-04-CMP-001,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122246,C02,9,3404,3404,3404,3404,2023_05_15_Batch1,9.999000099990002e-05,1.0
50,S-C-7314-04-CMP-001,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122246,C03,8,47,47,47,47,2023_05_15_Batch1,0.00039996000399960006,0.5222222222222223
51,S-C-7314-04-CMP-001,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122246,C04,9,3934,3934,3934,3934,2023_05_15_Batch1,0.00039996000399960006,0.47301587301587295
52,S-C-7314-04-CMP-001,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122246,C05,9,4265,4265,4265,4265,2023_05_15_Batch1,0.3367663233676632,0.01744692251021365
53,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,C06,9,3941,3941,3941,3941,2023_05_15_Batch1,,
54,S-C-7314-04-CMP-001,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122246,C07,9,220,220,220,220,2023_05_15_Batch1,9.999000099990002e-05,0.7777777777777777
55,S-C-7314-04-CMP-001,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122246,C08,9,2098,2098,2098,2098,2023_05_15_Batch1,9.999000099990002e-05,1.0
56,S-C-7314-04-CMP-001,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122246,C09,9,3989,3989,3989,3989,2023_05_15_Batch1,0.0655934406559344,0.0585016835016835
57,S-C-7314-04-CMP-001,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122246,C10,9,3737,3737,3737,3737,2023_05_15_Batch1,9.999000099990002e-05,1.0
58,S-C-7314-04-CMP-001,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122246,C11,9,1157,1157,1157,1157,2023_05_15_Batch1,9.999000099990002e-05,1.0
59,S-C-7314-04-CMP-001,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122246,C12,9,3537,3537,3537,3537,2023_05_15_Batch1,0.00039996000399960006,0.47142857142857136
60,S-C-7314-04-CMP-001,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122246,C13,9,4087,4087,4087,4087,2023_05_15_Batch1,0.0603939606039396,0.06254578754578755
61,S-C-7314-04-CMP-001,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122246,C14,9,248,248,248,248,2023_05_15_Batch1,9.999000099990002e-05,0.7666666666666666
62,S-C-7314-04-CMP-001,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122246,C15,9,2719,2719,2719,2719,2023_05_15_Batch1,9.999000099990002e-05,1.0
63,S-C-7314-04-CMP-001,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122246,C16,9,531,531,531,531,2023_05_15_Batch1,9.999000099990002e-05,0.7083333333333334
64,S-C-7314-04-CMP-001,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122246,C17,9,4238,4238,4238,4238,2023_05_15_Batch1,0.44795520447955206,0.014127599933534176
65,S-C-7314-04-CMP-001,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122246,C18,9,3901,3901,3901,3901,2023_05_15_Batch1,0.1528847115288471,0.031365834004834815
66,S-C-7314-04-CMP-001,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122246,C19,9,4013,4013,4013,4013,2023_05_15_Batch1,9.999000099990002e-05,1.0
67,S-C-7314-04-CMP-001,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122246,C20,9,4116,4116,4116,4116,2023_05_15_Batch1,0.0015998400159984002,0.36158357771260996
68,S-C-7314-04-CMP-001,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122246,C21,9,3826,3826,3826,3826,2023_05_15_Batch1,0.8168183181681832,0.008560927590315008
69,S-C-7314-04-CMP-001,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122246,C22,9,3134,3134,3134,3134,2023_05_15_Batch1,0.00039996000399960006,0.5238095238095238
70,S-C-7314-04-CMP-001,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122246,C23,9,4074,4074,4074,4074,2023_05_15_Batch1,0.06159384061593841,0.06181818181818183
71,S-C-7314-04-CMP-001,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122246,C24,9,3155,3155,3155,3155,2023_05_15_Batch1,0.16348365163483652,0.029772750713377108
72,S-C-7314-04-CMP-001,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122246,D01,9,4009,4009,4009,4009,2023_05_15_Batch1,0.0020997900209979003,0.3573049645390071
73,S-C-7314-04-CMP-001,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122246,D02,9,3320,3320,3320,3320,2023_05_15_Batch1,9.999000099990002e-05,1.0
74,S-C-7314-04-CMP-001,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122246,D03,9,304,304,304,304,2023_05_15_Batch1,0.0011998800119988001,0.38888888888888884
75,S-C-7314-04-CMP-001,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122246,D04,9,4198,4198,4198,4198,2023_05_15_Batch1,0.000999900009999,0.3963585434173669
76,S-C-7314-04-CMP-001,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122246,D05,9,1424,1424,1424,1424,2023_05_15_Batch1,9.999000099990002e-05,0.9166666666666666
77,S-C-7314-04-CMP-001,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122246,D06,9,4151,4151,4151,4151,2023_05_15_Batch1,0.1085891410858914,0.04028822055137844
78,S-C-7314-04-CMP-001,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122246,D07,9,4187,4187,4187,4187,2023_05_15_Batch1,0.036396360363963605,0.09220255653883973
79,S-C-7314-04-CMP-001,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122246,D08,9,3114,3114,3114,3114,2023_05_15_Batch1,9.999000099990002e-05,1.0
80,S-C-7314-04-CMP-001,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122246,D09,9,4119,4119,4119,4119,2023_05_15_Batch1,0.3153684631536846,0.018083618248987136
81,S-C-7314-04-CMP-001,,,,DMSO,,,,,BR00122246,D10,9,4246,4246,4246,4246,2023_05_15_Batch1,,
82,S-C-7314-04-CMP-001,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122246,D11,9,4041,4041,4041,4041,2023_05_15_Batch1,0.043995600439956005,0.0799089890466717
83,S-C-7314-04-CMP-001,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122246,D12,9,1322,1322,1322,1322,2023_05_15_Batch1,9.999000099990002e-05,1.0
84,S-C-7314-04-CMP-001,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122246,D13,9,1361,1361,1361,1361,2023_05_15_Batch1,9.999000099990002e-05,1.0
85,S-C-7314-04-CMP-001,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122246,D14,9,4087,4087,4087,4087,2023_05_15_Batch1,0.053394660533946606,0.07128497466402291
86,S-C-7314-04-CMP-001,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122246,D15,9,533,533,533,533,2023_05_15_Batch1,0.001999800019998,0.3595238095238095
87,S-C-7314-04-CMP-001,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122246,D16,9,4309,4309,4309,4309,2023_05_15_Batch1,0.0016998300169983002,0.3633699633699634
88,S-C-7314-04-CMP-001,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122246,D17,9,433,433,433,433,2023_05_15_Batch1,0.0004999500049995,0.4777777777777777
89,S-C-7314-04-CMP-001,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122246,D18,9,3987,3987,3987,3987,2023_05_15_Batch1,0.13258674132586742,0.034320315513255255
90,S-C-7314-04-CMP-001,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122246,D19,9,3119,3119,3119,3119,2023_05_15_Batch1,0.00039996000399960006,0.5636200716845877
91,S-C-7314-04-CMP-001,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122246,D20,9,4382,4382,4382,4382,2023_05_15_Batch1,0.32286771322867713,0.01773313492063492
92,S-C-7314-04-CMP-001,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122246,D21,9,274,274,274,274,2023_05_15_Batch1,0.00029997000299970003,0.6464646464646465
93,S-C-7314-04-CMP-001,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122246,D22,9,3390,3390,3390,3390,2023_05_15_Batch1,0.000999900009999,0.3952583156404812
94,S-C-7314-04-CMP-001,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122246,D23,9,4099,4099,4099,4099,2023_05_15_Batch1,0.26307369263073693,0.020645312843362355
95,S-C-7314-04-CMP-001,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122246,D24,9,3847,3847,3847,3847,2023_05_15_Batch1,0.06209379062093791,0.06248507854653106
96,S-C-7314-04-CMP-001,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122246,E01,9,4042,4042,4042,4042,2023_05_15_Batch1,0.0020997900209979003,0.35911730545876885
97,S-C-7314-04-CMP-001,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122246,E02,9,3320,3320,3320,3320,2023_05_15_Batch1,9.999000099990002e-05,1.0
98,S-C-7314-04-CMP-001,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122246,E03,9,3081,3081,3081,3081,2023_05_15_Batch1,9.999000099990002e-05,1.0
99,S-C-7314-04-CMP-001,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122246,E04,9,1225,1225,1225,1225,2023_05_15_Batch1,9.999000099990002e-05,1.0
100,S-C-7314-04-CMP-001,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122246,E05,9,4245,4245,4245,4245,2023_05_15_Batch1,0.527947205279472,0.012429907547278046
101,S-C-7314-04-CMP-001,BRD-K04923131-001-17-9,1.7809,5.0,DMSO,K04923131,BRD-K04923131-001-15-4,GSK-3-inhibitor-IX,glycogen synthase kinase inhibitor,BR00122246,E06,9,1825,1825,1825,1825,2023_05_15_Batch1,9.999000099990002e-05,1.0
