,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
30,S-C-7314-04-CMP-001,,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122247,B07,9,4062,4062,4062,4062,2023_05_17_Batch2,0.00039996000399960006,0.4444444444444444
31,S-C-7314-04-CMP-001,,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122247,B08,9,3461,3461,3461,3461,2023_05_17_Batch2,0.021097890210978902,0.12702702702702703
32,S-C-7314-04-CMP-001,,BRD-A22769835-300-05-7,1.9389,5.0,DMSO,A22769835,BRD-A22769835-300-05-7,homochlorcyclizine,antihistamine,BR00122247,B09,9,4048,4048,4048,4048,2023_05_17_Batch2,0.6474352564743525,0.010523803655512696
33,S-C-7314-04-CMP-001,,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122247,B10,9,1288,1288,1288,1288,2023_05_17_Batch2,9.999000099990002e-05,1.0
34,S-C-7314-04-CMP-001,,BRD-K06883221-001-02-9,2.0725,5.0,DMSO,K06883221,BRD-K06883221-001-01-9,apratastat,tumor necrosis factor production inhibitor,BR00122247,B11,9,3971,3971,3971,3971,2023_05_17_Batch2,0.660933906609339,0.01033253392408322
35,S-C-7314-04-CMP-001,,BRD-K66430217-001-05-9,1.6909,5.0,DMSO,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,BR00122247,B12,9,4242,4242,4242,4242,2023_05_17_Batch2,0.0963903609639036,0.04242175952702268
36,S-C-7314-04-CMP-001,,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122247,B13,9,2699,2699,2699,2699,2023_05_17_Batch2,9.999000099990002e-05,1.0
37,S-C-7314-04-CMP-001,,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122247,B14,9,3780,3780,3780,3780,2023_05_17_Batch2,0.009499050094990502,0.2375415282392027
38,S-C-7314-04-CMP-001,,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122247,B15,9,4107,4107,4107,4107,2023_05_17_Batch2,0.16328367163283672,0.02887532650190878
39,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,B16,9,4441,4441,4441,4441,2023_05_17_Batch2,,
40,S-C-7314-04-CMP-001,,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122247,B17,9,2721,2721,2721,2721,2023_05_17_Batch2,0.0033996600339966003,0.3478557504873294
41,S-C-7314-04-CMP-001,,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122247,B18,9,3910,3910,3910,3910,2023_05_17_Batch2,0.44725527447255276,0.01407559330824649
42,S-C-7314-04-CMP-001,,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122247,B19,9,58,58,58,58,2023_05_17_Batch2,9.999000099990002e-05,0.7101449275362319
43,S-C-7314-04-CMP-001,,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122247,B20,9,1414,1414,1414,1414,2023_05_17_Batch2,9.999000099990002e-05,1.0
44,S-C-7314-04-CMP-001,,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122247,B21,9,3909,3909,3909,3909,2023_05_17_Batch2,0.033096690330966905,0.09304511278195489
45,S-C-7314-04-CMP-001,,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122247,B22,9,403,403,403,403,2023_05_17_Batch2,0.0821917808219178,0.04771315640880858
46,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,B23,9,4472,4472,4472,4472,2023_05_17_Batch2,,
47,S-C-7314-04-CMP-001,,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122247,B24,9,1038,1038,1038,1038,2023_05_17_Batch2,9.999000099990002e-05,1.0
48,S-C-7314-04-CMP-001,,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122247,C01,9,147,147,147,147,2023_05_17_Batch2,0.0004999500049995,0.40111111111111114
49,S-C-7314-04-CMP-001,,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122247,C02,9,3564,3564,3564,3564,2023_05_17_Batch2,9.999000099990002e-05,1.0
50,S-C-7314-04-CMP-001,,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122247,C03,8,40,40,40,40,2023_05_17_Batch2,0.0456954304569543,0.07429453262786596
51,S-C-7314-04-CMP-001,,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122247,C04,9,3924,3924,3924,3924,2023_05_17_Batch2,0.0184981501849815,0.13847117794486216
52,S-C-7314-04-CMP-001,,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122247,C05,9,4138,4138,4138,4138,2023_05_17_Batch2,0.813018698130187,0.008516012916702509
53,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,C06,9,4385,4385,4385,4385,2023_05_17_Batch2,,
54,S-C-7314-04-CMP-001,,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122247,C07,9,179,179,179,179,2023_05_17_Batch2,9.999000099990002e-05,0.7101449275362319
55,S-C-7314-04-CMP-001,,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122247,C08,9,2100,2100,2100,2100,2023_05_17_Batch2,9.999000099990002e-05,1.0
56,S-C-7314-04-CMP-001,,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122247,C09,9,4388,4388,4388,4388,2023_05_17_Batch2,0.00029997000299970003,0.5054945054945055
57,S-C-7314-04-CMP-001,,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122247,C10,9,3797,3797,3797,3797,2023_05_17_Batch2,9.999000099990002e-05,0.9166666666666666
58,S-C-7314-04-CMP-001,,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122247,C11,9,1259,1259,1259,1259,2023_05_17_Batch2,9.999000099990002e-05,1.0
59,S-C-7314-04-CMP-001,,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122247,C12,9,3646,3646,3646,3646,2023_05_17_Batch2,9.999000099990002e-05,1.0
60,S-C-7314-04-CMP-001,,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122247,C13,9,4208,4208,4208,4208,2023_05_17_Batch2,0.29257074292570745,0.019238029709607987
61,S-C-7314-04-CMP-001,,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122247,C14,9,320,320,320,320,2023_05_17_Batch2,9.999000099990002e-05,0.6428571428571429
62,S-C-7314-04-CMP-001,,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122247,C15,9,2577,2577,2577,2577,2023_05_17_Batch2,9.999000099990002e-05,0.7575757575757575
63,S-C-7314-04-CMP-001,,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122247,C16,9,509,509,509,509,2023_05_17_Batch2,9.999000099990002e-05,0.7666666666666666
64,S-C-7314-04-CMP-001,,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122247,C17,9,4014,4014,4014,4014,2023_05_17_Batch2,0.9953004699530047,0.006030079264505778
65,S-C-7314-04-CMP-001,,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122247,C18,9,4041,4041,4041,4041,2023_05_17_Batch2,0.09809019098090191,0.042659774584657216
66,S-C-7314-04-CMP-001,,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122247,C19,9,4299,4299,4299,4299,2023_05_17_Batch2,0.11358864113588642,0.03792364468736131
67,S-C-7314-04-CMP-001,,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122247,C20,9,4282,4282,4282,4282,2023_05_17_Batch2,0.0016998300169983002,0.36178984414278537
68,S-C-7314-04-CMP-001,,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122247,C21,9,4060,4060,4060,4060,2023_05_17_Batch2,0.028997100289971003,0.10357142857142858
69,S-C-7314-04-CMP-001,,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122247,C22,9,3051,3051,3051,3051,2023_05_17_Batch2,9.999000099990002e-05,1.0
70,S-C-7314-04-CMP-001,,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122247,C23,9,4182,4182,4182,4182,2023_05_17_Batch2,9.999000099990002e-05,1.0
71,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122247,C24,9,3241,3241,3241,3241,2023_05_17_Batch2,9.999000099990002e-05,0.7166666666666667
72,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122247,D01,9,4530,4530,4530,4530,2023_05_17_Batch2,0.030396960303969604,0.09845885514953966
73,S-C-7314-04-CMP-001,,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122247,D02,9,3335,3335,3335,3335,2023_05_17_Batch2,9.999000099990002e-05,0.8333333333333334
74,S-C-7314-04-CMP-001,,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122247,D03,9,292,292,292,292,2023_05_17_Batch2,0.00019998000199980003,0.4761904761904762
75,S-C-7314-04-CMP-001,,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122247,D04,9,4349,4349,4349,4349,2023_05_17_Batch2,9.999000099990002e-05,1.0
76,S-C-7314-04-CMP-001,,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122247,D05,9,1358,1358,1358,1358,2023_05_17_Batch2,9.999000099990002e-05,0.7575757575757575
77,S-C-7314-04-CMP-001,,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122247,D06,9,4319,4319,4319,4319,2023_05_17_Batch2,0.056194380561943806,0.06350892224939457
78,S-C-7314-04-CMP-001,,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122247,D07,9,4142,4142,4142,4142,2023_05_17_Batch2,0.15898410158984103,0.028327695100552695
79,S-C-7314-04-CMP-001,,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122247,D08,9,3269,3269,3269,3269,2023_05_17_Batch2,9.999000099990002e-05,1.0
80,S-C-7314-04-CMP-001,,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122247,D09,9,4485,4485,4485,4485,2023_05_17_Batch2,0.016698330166983303,0.1675213675213675
81,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122247,D10,9,4360,4360,4360,4360,2023_05_17_Batch2,,
82,S-C-7314-04-CMP-001,,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122247,D11,9,4186,4186,4186,4186,2023_05_17_Batch2,0.8686131386861314,0.007836540392010038
83,S-C-7314-04-CMP-001,,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122247,D12,9,1518,1518,1518,1518,2023_05_17_Batch2,9.999000099990002e-05,0.9166666666666666
84,S-C-7314-04-CMP-001,,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122247,D13,9,1462,1462,1462,1462,2023_05_17_Batch2,9.999000099990002e-05,1.0
85,S-C-7314-04-CMP-001,,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122247,D14,9,3866,3866,3866,3866,2023_05_17_Batch2,0.05499450054994501,0.06427350427350427
86,S-C-7314-04-CMP-001,,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122247,D15,9,428,428,428,428,2023_05_17_Batch2,9.999000099990002e-05,0.5333333333333333
87,S-C-7314-04-CMP-001,,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122247,D16,9,4340,4340,4340,4340,2023_05_17_Batch2,9.999000099990002e-05,0.7555555555555555
88,S-C-7314-04-CMP-001,,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122247,D17,9,300,300,300,300,2023_05_17_Batch2,0.000999900009999,0.3686868686868687
89,S-C-7314-04-CMP-001,,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122247,D18,9,3946,3946,3946,3946,2023_05_17_Batch2,0.0091990800919908,0.2362745098039216
90,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122247,D19,9,3250,3250,3250,3250,2023_05_17_Batch2,9.999000099990002e-05,0.6555555555555556
91,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122247,D20,9,4139,4139,4139,4139,2023_05_17_Batch2,0.4092590740925907,0.014628483762643732
92,S-C-7314-04-CMP-001,,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122247,D21,9,256,256,256,256,2023_05_17_Batch2,9.999000099990002e-05,0.9166666666666666
93,S-C-7314-04-CMP-001,,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122247,D22,9,3333,3333,3333,3333,2023_05_17_Batch2,9.999000099990002e-05,0.7166666666666667
94,S-C-7314-04-CMP-001,,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122247,D23,9,3861,3861,3861,3861,2023_05_17_Batch2,0.8882111788821118,0.007606763210818407
95,S-C-7314-04-CMP-001,,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122247,D24,9,4027,4027,4027,4027,2023_05_17_Batch2,0.0163983601639836,0.17179959512227883
96,S-C-7314-04-CMP-001,,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122247,E01,9,3997,3997,3997,3997,2023_05_17_Batch2,0.06229377062293771,0.05911597015998363
97,S-C-7314-04-CMP-001,,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122247,E02,9,3057,3057,3057,3057,2023_05_17_Batch2,9.999000099990002e-05,1.0
98,S-C-7314-04-CMP-001,,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122247,E03,9,3202,3202,3202,3202,2023_05_17_Batch2,9.999000099990002e-05,1.0
99,S-C-7314-04-CMP-001,,BRD-K98203492-001-06-9,2.0875,5.0,DMSO,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,BR00122247,E04,9,1486,1486,1486,1486,2023_05_17_Batch2,9.999000099990002e-05,1.0
100,S-C-7314-04-CMP-001,,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122247,E05,9,4249,4249,4249,4249,2023_05_17_Batch2,0.8813118688131187,0.007811271345041511
