,Unnamed: 0,Metadata_broad_sample_x,average_precision_std,average_precision_mito,average_precision_act,BRD ID,Metadata_broad_sample_y,Common Name,MoA,std_vs_act,std_vs_mito,Metadata_Count_Cells_Std,Metadata_Count_Cells_act,Metadata_Count_Cells_act_norm,Metadata_Count_Cells_Std_norm
34,34,BRD-K38627885-001-01-9,1.0,1.0,1.0,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,0.0,0.0,2224.5,2248.0,22.48,22.245
35,35,BRD-K39520573-001-01-2,0.3563161375661375,0.601572039072039,0.2824013949013949,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,0.0739147426647426,-0.2452559015059014,4185.25,4270.25,42.7025,41.8525
36,36,BRD-K39974922-001-05-9,1.0,1.0,1.0,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,0.0,0.0,3248.5,3098.75,30.9875,32.485
37,37,BRD-K44227013-001-15-9,1.0,1.0,1.0,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,0.0,0.0,354.25,329.75,3.2975,3.5425
38,38,BRD-K45909031-001-03-9,1.0,1.0,0.9097222222222222,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,0.0902777777777777,0.0,3361.5,3579.5,35.795,33.615
39,39,BRD-K49669041-001-10-9,1.0,1.0,1.0,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,0.0,0.0,1246.5,1175.25,11.7525,12.465
40,40,BRD-K50055394-001-04-9,1.0,0.8833333333333333,1.0,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,0.0,0.1166666666666667,3760.25,4214.75,42.1475,37.6025
41,41,BRD-K53665955-001-05-9,1.0,0.7902777777777777,1.0,K53665955,BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,0.0,0.2097222222222222,2543.5,2601.0,26.01,25.435
42,42,BRD-K53972329-001-12-9,0.6593013468013467,0.6113095238095237,0.6797852474323063,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,-0.0204839006309596,0.0479918229918229,4032.25,4222.25,42.2225,40.3225
43,43,BRD-K54759182-003-09-8,0.2128561131850605,0.2839539967829442,0.2132009058479646,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,-0.0003447926629041,-0.0710978835978836,3937.25,4111.25,41.1125,39.3725
44,44,BRD-K54955827-001-03-9,1.0,1.0,1.0,K54955827,BRD-K54955827-001-02-2,niraparib,PARP inhibitor,0.0,0.0,2057.0,2140.5,21.405,20.57
45,45,BRD-K56301217-001-02-5,1.0,1.0,1.0,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,0.0,0.0,3071.75,3102.75,31.0275,30.7175
46,46,BRD-K56932272-001-02-9,0.9523809523809524,1.0,0.7871031746031746,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,0.1652777777777777,-0.0476190476190476,2469.5,2553.0,25.53,24.695
47,47,BRD-K57080016-001-19-1,1.0,1.0,1.0,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,0.0,0.0,3470.25,3582.5,35.825,34.7025
48,48,BRD-K60130390-001-02-1,1.0,1.0,0.8694444444444445,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,0.1305555555555555,0.0,3707.5,3849.5,38.495,37.075
49,49,BRD-K61397605-001-04-2,1.0,1.0,1.0,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,0.0,0.0,297.75,280.25,2.8025,2.9775
50,50,BRD-K61688984-001-04-5,1.0,1.0,1.0,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,0.0,0.0,2546.5,2585.0,25.85,25.465
51,51,BRD-K62391742-001-19-9,0.9097222222222222,0.8555555555555555,0.7999999999999999,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,0.1097222222222222,0.0541666666666666,3408.25,3547.0,35.47,34.0825
52,52,BRD-K63631219-001-01-6,0.1111099037414826,0.2473735061235061,0.1576762709914883,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,-0.0465663672500056,-0.1362636023820234,3786.25,4013.5,40.135,37.8625
53,53,BRD-K64881305-001-07-9,1.0,1.0,1.0,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,0.0,0.0,481.5,450.5,4.505,4.815
54,54,BRD-K66401437-001-03-3,1.0,1.0,1.0,K66401437,BRD-K66401437-001-03-3,THZ1,CDK inhibitor,0.0,0.0,123.25,113.75,1.1375,1.2325
55,55,BRD-K66430217-001-05-9,0.3197270322270322,0.2456109168609168,0.275005305152364,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,0.0447217270746682,0.0741161153661153,4171.0,4128.5,41.285,41.71
56,56,BRD-K67578145-001-13-9,1.0,1.0,0.7676587301587301,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,0.2323412698412699,0.0,4421.0,4554.75,45.5475,44.21
57,57,BRD-K67772619-001-06-9,0.1919969650232807,0.321013431013431,0.2301143301143301,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,-0.0381173650910493,-0.1290164659901502,4007.25,4134.75,41.3475,40.0725
58,58,BRD-K68756823-001-12-9,0.3525825789252899,0.531060606060606,0.4014936330725804,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,-0.0489110541472905,-0.1784780271353161,3903.5,4259.25,42.5925,39.035
59,59,BRD-K69023402-001-03-3,1.0,1.0,1.0,K69023402,BRD-K69023402-001-07-4,Thapsigargin,ER stressor (SERCA inhibitor),0.0,0.0,90.25,84.5,0.845,0.9025
60,60,BRD-K70446295-001-04-9,1.0,0.8357142857142856,0.9583333333333331,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,0.0416666666666667,0.1642857142857143,3545.5,3830.0,38.3,35.455
61,61,BRD-K70578146-001-13-9,1.0,1.0,1.0,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),0.0,0.0,208.25,192.25,1.9225,2.0825
62,62,BRD-K70642949-001-06-9,1.0,1.0,0.9513888888888888,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,0.0486111111111111,0.0,3039.0,2988.5,29.885,30.39
63,63,BRD-K72898849-001-03-9,1.0,1.0,1.0,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,0.0,0.0,2539.25,2587.75,25.8775,25.3925
64,64,BRD-K72951360-001-02-9,1.0,1.0,1.0,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,0.0,0.0,198.0,179.5,1.795,1.98
65,65,BRD-K73397362-001-09-9,0.7875,0.8486111111111111,0.5174693362193362,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,0.2700306637806637,-0.0611111111111111,3853.75,4001.0,40.01,38.5375
66,66,BRD-K73982490-001-04-9,0.4266827943298531,0.2357184944684944,0.2016026747005007,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,0.2250801196293523,0.1909642998613586,3775.25,4002.5,40.025,37.7525
67,67,BRD-K75009076-001-04-9,1.0,1.0,1.0,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,0.0,0.0,570.0,557.0,5.57,5.7
68,68,BRD-K76908866-001-08-9,0.424074074074074,0.7583333333333333,0.5733987077737077,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,-0.1493246336996336,-0.3342592592592592,3797.0,3939.5,39.395,37.97
69,69,BRD-K82164249-001-03-5,0.1514401140368632,0.1329138876545997,0.2232273391812865,K82164249,BRD-K82164249-001-03-5,andarine,androgen receptor modulator,-0.0717872251444232,0.0185262263822635,4055.25,4189.25,41.8925,40.5525
70,70,BRD-K82941592-238-06-9,0.3466479534957796,0.2705291005291005,0.365625,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,-0.0189770465042203,0.076118852966679,3851.25,4084.25,40.8425,38.5125
71,71,BRD-K83192048-050-01-9,0.2294011544011543,0.290791847041847,0.4890873015873015,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,-0.2596861471861471,-0.0613906926406926,4046.5,4232.5,42.325,40.465
72,72,BRD-K83607951-001-04-9,1.0,1.0,1.0,K83607951,BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,0.0,0.0,3080.75,3272.5,32.725,30.8075
73,73,BRD-K84937637-001-21-9,1.0,1.0,1.0,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,0.0,0.0,2738.5,2737.0,27.37,27.385
74,74,BRD-K85606544-001-07-5,1.0,1.0,1.0,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,0.0,0.0,1636.75,1731.5,17.315,16.3675
75,75,BRD-K85776940-001-01-9,0.174074074074074,0.2157399027987263,0.1883964719491035,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,-0.0143223978750294,-0.0416658287246522,3926.75,3951.25,39.5125,39.2675
76,76,BRD-K86118762-001-05-9,1.0,1.0,1.0,K86118762,BRD-K86118762-001-08-9,linsitinib,IGF-1 inhibitor,0.0,0.0,3114.5,3202.0,32.02,31.145
77,77,BRD-K86718786-001-03-9,0.5073641636141636,0.1969066640834375,0.1587512025012024,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,0.3486129611129611,0.3104574995307261,3877.5,4113.75,41.1375,38.775
78,78,BRD-K87632963-001-05-9,0.9666666666666668,1.0,1.0,K87632963,BRD-K87632963-001-05-9,GNF-5,Bcr-Abl kinase inhibitor,-0.0333333333333333,-0.0333333333333333,3832.0,3958.5,39.585,38.32
79,79,BRD-K88677950-001-04-9,0.9375,0.8416666666666666,0.8694444444444445,K88677950,BRD-K88677950-001-03-9,PD-198306,MAP kinase inhibitor,0.0680555555555555,0.0958333333333334,3667.5,3784.0,37.84,36.675
80,80,BRD-K91900765-001-09-9,0.6715277777777777,0.7071661998132586,0.5371031746031746,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,0.1344246031746031,-0.0356384220354808,3806.25,4069.5,40.695,38.0625
81,81,BRD-K93942811-001-03-9,1.0,1.0,0.7583333333333333,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,0.2416666666666667,0.0,3577.25,3692.75,36.9275,35.7725
82,82,BRD-K94455792-001-01-8,1.0,1.0,0.8069444444444444,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,0.1930555555555556,0.0,2924.5,3004.75,30.0475,29.245
83,83,BRD-K97452254-001-02-9,1.0,1.0,1.0,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,0.0,0.0,2054.5,2168.5,21.685,20.545
84,84,BRD-K98203492-001-06-9,1.0,1.0,1.0,K98203492,BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,0.0,0.0,1276.25,1335.0,13.35,12.7625
85,85,BRD-K98251413-001-07-9,0.2487324795374331,0.4983115468409586,0.9055555555555556,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,-0.6568230760181224,-0.2495790673035255,3974.25,4350.5,43.505,39.7425
86,86,BRD-K99092662-001-02-9,0.2108456820956821,0.2001908372844905,0.1651788790919225,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,0.0456668030037595,0.0106548448111915,4048.25,3967.75,39.6775,40.4825
87,87,BRD-K99113996-001-02-0,1.0,1.0,1.0,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,0.0,0.0,1343.75,1452.25,14.5225,13.4375
88,88,BRD-K99433989-001-02-9,0.8993055555555556,1.0,0.8347222222222223,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,0.0645833333333333,-0.1006944444444444,3838.5,3965.0,39.65,38.385
89,89,BRD-M87138257-003-01-1,1.0,1.0,1.0,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,0.0,0.0,74.25,54.0,0.54,0.7425
